,order_id,plu_id,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_desc
2073940,854355140,3495094,Бакалея (Food),Соусы
1962233,881478500,4217782,Мясная гастрономия,Колбасные изделия
832795,690837518,3406629,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
2249156,904637110,4137917,Молочная гастрономия,Молоко
1599882,765794064,53673,Бакалея (Food),Крупы и зерновые
154197,674244965,3307409,Бакалея (Food),Консервы овощные
1355121,743112195,4216695,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
2049297,899845171,4315665,"Соки, воды, пиво","Напитки, квас, тоник"
1273242,790496045,4050805,Молочная гастрономия,Сыры
915787,699810213,4262409,Диабетическое питание,Кондитерка диабетическая
32529,641734536,4121611,Молочная гастрономия,Традиц.кислом.прод-ия
1875696,885221314,3219554,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
1462145,764259167,28396,Овощи - Фрукты,Овощи/Грибы
1266098,751310956,4323838,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1665297,745485864,3498077,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1973989,824032844,20388,"Соки, воды, пиво",Вода
1541233,763708562,809,Овощи - Фрукты,Фрукты/Ягоды
1579573,781848648,3182864,Молочная гастрономия,Яйцо
878234,691167607,4255938,"Соки, воды, пиво","Напитки, квас, тоник"
189798,648809865,2049750,Бакалея (Food),Макаронные изделия
355851,646391785,2089059,Бакалея (Food),Макаронные изделия
1585483,785224732,3607261,Кондитерские изделия (Food),"Печенье, крекер"
2067093,813780882,4307722,Бакалея (Food),"Кофе, какао, шоколад"
1522794,745745735,3408570,Детские товары (Food),Дет. Ср-ва для белья и одежды
1730105,887391250,76432,Овощи - Фрукты,Овощи/Зелень
1370907,746139505,3915832,Молочная гастрономия,Сыры
1484809,763873277,4279055,Детское питание (Fresh),Детские молочные продукты
988961,711564044,3412317,"Хлеб, хлебобулочные изделия (Food)",Сухарные изделия
1733981,888215003,4104301,Молочная гастрономия,Традиц.кислом.прод-ия
361665,680228708,3254157,Молочная гастрономия,Яйцо
1401026,778933184,4310735,Мясная гастрономия,Деликатесы
1231725,748389672,4255568,"Соки, воды, пиво","Напитки, квас, тоник"
67801,657068007,3367494,Сопутствующие товары (Food),Средства личной гигиены
753773,682230207,4288377,Бакалея (Food),Соусы
2387699,806697822,3017958,"Хлеб, хлебобулочные изделия (Food)","Пироги, изделия сдобные"
1935813,805212755,4182586,"Соки, воды, пиво","Напитки, квас, тоник"
1530541,777326195,3637167,Птица и изделия из птицы,Птица и П/Ф охлажденые
1323264,753037338,82760,Бакалея (Food),Макаронные изделия
1172959,705579396,4116756,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
640016,684303900,4054823,Мясная гастрономия,Колбасные изделия
1685114,869166508,198,Овощи - Фрукты,Овощи/Грибы
346955,662402715,3661147,Овощи - Фрукты,Фрукты/Ягоды
2079141,876765664,94429,Бакалея (Food),Макаронные изделия
2200619,829950728,3685654,Молочная гастрономия,Масложировые продукты
1314873,783629768,28396,Овощи - Фрукты,Овощи/Грибы
565069,701520410,3394316,Бакалея (Food),Консервы овощные
2325803,803644060,3633235,Детское питание (Food),Детские консервированные смеси
980330,690355927,2126636,Кондитерские изделия (Food),Вафли
2066496,838936319,3182864,Молочная гастрономия,Яйцо
655366,690710020,4249856,Корма для животных,Корма для кошек
2305527,859943149,3954898,Замороженные продукты,Мороженое
1911676,811951563,3476555,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
605157,726700334,4280097,Молочная гастрономия,Сыры
2259039,875418305,197,Овощи - Фрукты,Овощи/Зелень
776146,706113852,3468716,Кондитерские изделия (Food),"Шоколад, батончики"
1439927,754926674,3908612,Молочная гастрономия,Сыры
2379002,807761528,3636770,"Хлеб, хлебобулочные изделия (Food)",Бараночные изделия
2374708,852272302,4255934,"Соки, воды, пиво","Напитки, квас, тоник"
1230569,740841404,4324070,Молочная гастрономия,Соврем.кислом.прод-ия
1433985,781459554,3329548,Кондитерские изделия (Food),"Печенье, крекер"
2063570,843418141,4365819,Овощи - Фрукты,Фрукты/Экзотика
553281,647510201,76432,Овощи - Фрукты,Овощи/Зелень
814614,727457625,4286619,Замороженные продукты,Замороженное мясо и субпродукты
1938612,881642765,4182593,Сопутствующие товары (Food),Хозяйственные принадлежности
