,order_id,plu_id,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_desc
1257082,749497375,809,Овощи - Фрукты,Фрукты/Ягоды
1796891,890860470,4297490,Замороженные продукты,Мороженое
203224,646025271,197,Овощи - Фрукты,Овощи/Зелень
250240,647086941,4276930,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
232484,678160425,4009330,Мясная гастрономия,Колбасные изделия
103102,645022270,3674360,Бакалея (Food),Крупы и зерновые
801083,705709576,3485963,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
405382,658806628,4053758,Кондитерские изделия (Food),"Шоколад, батончики"
972760,727379700,4049946,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
80092,674659356,4095200,Молочная гастрономия,Масложировые продукты
1952830,866963737,3273892,Замороженные продукты,Замороженные полуфабрикаты
1263515,743447246,4074179,Молочная гастрономия,Традиц.кислом.прод-ия
1604119,777009441,4252816,Корма для животных,Корма для кошек
1269995,794795168,98056,Сопутствующие товары (Food),"Моющие,чистящие средства"
2216752,821150339,3460864,Мясная гастрономия,Колбасные изделия
2304001,884208644,3165030,Молочная гастрономия,Сыры
477238,649046014,3001671,Молочная гастрономия,Яйцо
1430177,790196130,4321942,Бакалея (Food),"Варенье, мёд"
1920113,902601845,2095906,Бакалея (Food),Чай
1106172,689735065,5164,Кондитерские изделия (Food),"Шоколад, батончики"
1126917,686055140,4045149,Мясная гастрономия,Колбасные изделия
1324433,785493170,4298991,Молочная гастрономия,Соврем.кислом.прод-ия
1863770,847603541,3605249,Молочная гастрономия,Сыры
1112666,711702374,4250761,Молочная гастрономия,Традиц.кислом.прод-ия
737317,704539862,4213985,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1962069,863153784,3335498,Молочная гастрономия,Сыры
2199491,874338466,4287370,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1068101,698218761,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1080036,713851445,3180523,Бакалея (Food),Консервы овощные
516911,673148445,3452651,Замороженные продукты,Замороженные полуфабрикаты
2095091,876595758,4365538,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1144194,701311947,4199312,Молочная гастрономия,Масложировые продукты
1060741,718239309,4025408,Молочная гастрономия,Традиц.кислом.прод-ия
761422,723192453,49505,Овощи - Фрукты,Овощи/Зелень
569725,694689261,3254157,Молочная гастрономия,Яйцо
732584,684912776,2087255,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
731540,720314609,3963665,Сопутствующие товары (Food),Упаковочные материалы (Food)
311767,675731483,4249850,Корма для животных,Корма для кошек
2199114,819175625,4243884,Птица и изделия из птицы,Птица и П/Ф охлажденые
288308,680412964,3497959,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1778523,807084783,80182,"Соки, воды, пиво","Соки, нектары"
328074,672155155,3685272,Молочная гастрономия,Десерты
116095,662553479,3044397,Овощи - Фрукты,Овощи/Зелень
1745099,893435307,16319,Бакалея (Food),Мука
763508,727041115,2138999,Овощи - Фрукты,Овощи/Зелень
1697286,865906750,3953590,Овощи - Фрукты,Овощи/Зелень
1169071,706424383,64840,Бакалея (Food),Соль
2158364,825506364,4284436,Птица и изделия из птицы,Птица и П/Ф охлажденые
1176617,683072667,3478641,Сопутствующие товары (Food),Хозяйственные принадлежности
306001,651025180,4116757,Молочная гастрономия,Сыры
1094399,724061191,4197751,Кондитерские изделия (Food),Конфеты
1841817,804237952,3666703,Замороженные продукты,Замороженные полуфабрикаты
1615916,765666838,4257353,Молочная гастрономия,Соврем.кислом.прод-ия
519918,658054036,3230933,Бакалея (Food),Сахар
1580209,757924458,70709,Молочная гастрономия,Молоко
2340301,896021458,3062838,Молочная гастрономия,Яйцо
1344104,747742469,3682719,Овощи - Фрукты,Фрукты/Ягоды
1927752,838664402,3660972,Корма для животных,Корма для кошек
2348860,890141732,2071663,Бакалея (Food),Масло растительное
536080,659345558,4227615,Молочная гастрономия,Соврем.кислом.прод-ия
796541,683054617,67395,Бакалея (Food),Сухие компоненты и смеси (Food)
1977876,892468573,78004824,Хлеб СП,Хлеб зерновой СП
2234232,834614893,4278675,Молочная гастрономия,Сыры
1739431,818297230,3485660,Молочная гастрономия,Молоко
874167,731662141,2050923,Сопутствующие товары (Food),"Моющие,чистящие средства"
1448498,741555469,4307523,Молочная гастрономия,Традиц.кислом.прод-ия
1314750,762904662,2065120,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1543720,753169103,4179192,Кондитерские изделия (Food),Чипсы
965002,733697952,18387,Овощи - Фрукты,Овощи/Зелень
2189426,841737055,3049629,Детское питание (Food),"Детские соки, чай, вода"
780835,723362826,4008786,Молочная гастрономия,Сливки
1650471,766208870,4357770,Кондитерские изделия (Food),"Шоколад, батончики"
2235571,800967392,3921044,Бакалея (Food),Продукция быстрого приготовления
582096,699840404,82766,Бакалея (Food),Макаронные изделия
899499,694569805,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
629595,723423462,3673128,Овощи - Фрукты,Овощи/Грибы
1014493,735859073,4326922,Птица и изделия из птицы,Птица и П/Ф охлажденые
853952,704783232,3327872,Бакалея (Food),Консервы овощные
510375,650279398,4297132,Молочная гастрономия,Сыры
1662350,787638586,3992161,Бакалея (Food),Крупы и зерновые
1192317,718302946,3663372,Детское питание (Food),Детские консервированные смеси
389663,678188638,3606503,Кондитерские изделия (Food),Шоколадные пасты
2120724,904184082,4045601,Детское питание (Food),Детские смеси
1357775,771029564,4058481,Овощи - Фрукты,Фрукты/Ягоды
1060915,707836026,3953590,Овощи - Фрукты,Овощи/Зелень
492768,669772954,3906213,Бакалея (Food),Консервы рыбные
998775,711568043,4214450,Мясная гастрономия,Колбасные изделия
2006251,836392994,21435,"Соки, воды, пиво","Соки, нектары"
181573,644519243,3412845,Сопутствующие товары (Food),Упаковочные материалы (Food)
863609,715081795,48188,Овощи - Фрукты,Фрукты/Ягоды
2177540,859086400,78006726,Хлеб СП,Хлеб ржано-пшеничный СП
321777,646214982,3385945,Бакалея (Food),Специи
2133559,862975805,4104301,Молочная гастрономия,Традиц.кислом.прод-ия
1500570,763778984,3959234,Бакалея (Food),Консервы мясные
884656,695641626,3630461,Сопутствующие товары (Food),Средства для душа
1741545,899814949,3062835,Молочная гастрономия,Яйцо
289691,651089242,4256836,"Хлеб, хлебобулочные изделия (Food)","Пироги, изделия сдобные"
1703690,805850793,3906892,Молочная гастрономия,Сыры
2014645,847594174,4109830,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1243980,793726989,3991972,Мясо и мясные изделия,Мясо и П/Ф охлажденые
1683666,744356752,4037673,Бакалея (Food),Макаронные изделия
1041917,723510171,3204828,Овощи - Фрукты,Фрукты/Ягоды
669445,694850548,4154477,Мясная гастрономия,Колбасные изделия
119739,646288446,3402845,Бакалея (Food),Продукция быстрого приготовления
2062935,800458713,4292377,Корма для животных,Корма для собак
2273688,903364303,3659314,Кондитерские изделия (Fresh),"Торты, пирожные свежие"
1170409,717730130,4037666,Бакалея (Food),Макаронные изделия
237795,657014730,78001656,Молочная гастрономия,Сыры
1636112,746646735,3484605,Мясная гастрономия,Колбасные изделия
457518,676302989,3411543,Кондитерские изделия (Food),"Кексы, рулеты"
115444,653324091,3604762,Овощи - Фрукты,Овощи/Грибы
1373115,743878995,3680892,Замороженные продукты,Замороженные полуфабрикаты
1653372,749708816,2053660,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
1838091,890549022,4370712,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1709025,886066392,88570,Овощи - Фрукты,Овощи/Зелень
78541,669402063,4122295,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1781397,828822843,4364665,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1927461,811945477,4293292,Молочная гастрономия,Сыры
325411,654489357,4314547,Овощи - Фрукты,Овощи/Грибы
883036,713520186,3016182,Кондитерские изделия (Food),Конфеты
1392036,755873138,2084763,"Соки, воды, пиво",Вода
35648,678376098,3643602,Рыбная гастрономия,Крабовые палочки и мясо охлажденные
2324467,867917952,4370999,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
2410297,858977667,3643999,Кондитерские изделия (Food),"Печенье, крекер"
1446850,748202503,4121613,Молочная гастрономия,Традиц.кислом.прод-ия
870902,729265869,3191296,Птица и изделия из птицы,Птица и П/Ф охлажденые
840697,687859262,4122051,Детское питание (Food),Прочее детское питание
2343807,808038292,4127356,Сопутствующие товары (Food),Средства для волос
336934,657450498,3980249,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
1938710,807354501,4057687,Замороженные продукты,Замороженные полуфабрикаты
544076,676881157,4255500,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
2114202,837459530,4007208,Птица и изделия из птицы,Птица и П/Ф охлажденые
353037,655266039,3333628,Овощи - Фрукты,Овощи/Грибы
596234,721897978,3231230,Бакалея (Food),Крупы и зерновые
1135890,713594427,4214021,Овощи - Фрукты,Овощи/Грибы
2412807,904430497,3922312,Молочная гастрономия,Молоко
1564164,781768469,3659097,Молочная гастрономия,Молоко
1850882,829326629,4276588,Замороженные продукты,Мороженое
2029577,832478750,4333821,Молочная гастрономия,Молоко
93069,667845382,3297408,Рыбная гастрономия,Крабовые палочки и мясо охлажденные
1851535,900405699,3413519,Молочная гастрономия,Масложировые продукты
776087,708859256,4415,Овощи - Фрукты,Фрукты/Экзотика
1020287,700431711,4145005,Сопутствующие товары (Food),Средства для бритья
1001604,691393497,31893,Овощи - Фрукты,Овощи/Зелень
1033437,683567491,1564,Овощи - Фрукты,Овощи/Грибы
2092949,890208096,3642963,Молочная гастрономия,Сыры
2385928,858958607,2149541,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
1215658,725316335,3380222,Мясная гастрономия,Колбасные изделия
1392733,752294696,3953590,Овощи - Фрукты,Овощи/Зелень
560271,658275286,3922314,Молочная гастрономия,Молоко
2348907,818625246,4323051,Птица и изделия из птицы,Птица и П/Ф охлажденые
1453726,768873051,4265823,Замороженные продукты,Замороженные морепродукты
1918538,904793422,3442623,Молочная гастрономия,Традиц.кислом.прод-ия
694341,715711449,4415,Овощи - Фрукты,Фрукты/Экзотика
1026144,682166333,4050483,Мясо и мясные изделия,Мясо и П/Ф охлажденые
292314,674901653,3358963,Кондитерские изделия (Food),"Кексы, рулеты"
1125856,707282361,3407477,Молочная гастрономия,Традиц.кислом.прод-ия
147124,673181282,4331137,"Готовая кулинария, салаты",Соленья ПРИСТ.
1763439,810340494,4293199,"Соки, воды, пиво","Напитки, квас, тоник"
97228,666734586,4221768,Овощи - Фрукты,Овощи/Грибы
743702,708754210,3404095,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
1162382,692907523,3643866,Рыбная гастрономия,Рыба соленая
644039,718084373,4118775,Корма для животных,Корма для кошек
1876782,822834777,3650732,Бакалея (Food),Сахар
380791,677764251,3671742,Кондитерские изделия (Food),Чипсы
2152471,818619634,3651188,Молочная гастрономия,Традиц.кислом.прод-ия
1309088,747885926,3921800,Кондитерские изделия (Food),"Шоколад, батончики"
254398,653644175,4045149,Мясная гастрономия,Колбасные изделия
2254815,867931262,4252382,Молочная гастрономия,Традиц.кислом.прод-ия
1555259,737690504,76001,Бакалея (Food),Продукция быстрого приготовления
2361206,835602753,3442623,Молочная гастрономия,Традиц.кислом.прод-ия
155863,678340633,3219701,Овощи - Фрукты,Овощи/Грибы
2180123,902788356,91304,Бакалея (Food),Мука
264859,646773402,3352976,Бакалея (Food),Продукция быстрого приготовления
2202815,853374290,43347,Овощи - Фрукты,Овощи/Грибы
1809332,864772930,4035228,Молочная гастрономия,Сыры
145129,679223377,202,Овощи - Фрукты,Овощи/Грибы
685170,728894958,3673129,Овощи - Фрукты,Овощи/Грибы
2358473,848629462,3944531,Кондитерские изделия (Fresh),"Торты, пирожные свежие"
493446,647027208,3064021,Овощи - Фрукты,Овощи/Зелень
1885874,832734748,2049750,Бакалея (Food),Макаронные изделия
441215,668040815,4324309,Товары спец.акций_2,Товары спец.акций_3
1038765,722996591,3600114,Молочная гастрономия,Сыры
205996,656253292,3396534,Бакалея (Food),Консервы овощные
418200,660794573,70727,Замороженные продукты,Замороженные полуфабрикаты
1770496,887770399,3431272,Молочная гастрономия,Традиц.кислом.прод-ия
2137922,859849172,4327536,Молочная гастрономия,Соврем.кислом.прод-ия
626587,703864050,3248992,Бакалея (Food),Консервы овощные
284061,656177980,27980,Молочная гастрономия,Десерты
1316015,789856902,18136,Детские товары (Food),Детские средства гигиены
263658,665657497,3934933,Бакалея (Food),Крупы и зерновые
949258,700775586,4106273,Овощи - Фрукты,Овощи/Грибы
573339,688757149,3255206,Молочная гастрономия,Молоко
1361296,750238024,4334683,Бакалея (Food),Готовые консервированные блюда
1340671,738808703,2053627,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1137105,722446068,4327390,Мясная гастрономия,Деликатесы
1223788,765522138,4200767,Молочная гастрономия,Яйцо
591728,731663925,3682137,Кондитерские изделия (Food),"Зефир, мармелад, пастила"
949895,689558995,3984702,Мясо и мясные изделия,Мясо и П/Ф охлажденые
1447092,745142644,3446505,Молочная гастрономия,Яйцо
2050163,818274628,35863,"Соки, воды, пиво",Вода
78995,669750155,41334,Кондитерские изделия (Food),Конфеты
137114,645281177,4311970,Молочная гастрономия,Соврем.кислом.прод-ия
165460,643558705,3348646,Молочная гастрономия,Сыры
1486315,746574418,3619731,Мясо и мясные изделия,Мясо и П/Ф охлажденые
1400896,741095251,4287273,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
2342342,856449042,202,Овощи - Фрукты,Овощи/Грибы
202371,663518952,3395673,Замороженные продукты,Замороженные полуфабрикаты
2085579,812083382,3632899,Кондитерские изделия (Food),"Печенье, крекер"
1926157,815428520,4165208,Молочная гастрономия,Сыры
1877753,866975524,4256868,Мясная гастрономия,Колбасные изделия
2320686,827584227,4050870,Кондитерские изделия (Food),"Печенье, крекер"
620460,716758549,4325082,Бакалея (Food),Масло растительное
2241334,884824363,4045383,Молочная гастрономия,Молоко
1356474,746421176,4250726,Мясная гастрономия,Колбасные изделия
427039,666665185,4271772,Овощи - Фрукты,Фрукты/Ягоды
218118,676477244,4245021,Замороженные продукты,Рыба замороженная
2105307,904161335,4271772,Овощи - Фрукты,Фрукты/Ягоды
1789573,880230922,4233421,Молочная гастрономия,Масложировые продукты
2066747,836796423,3488053,Кондитерские изделия (Food),"Печенье, крекер"
624294,710848145,4249849,Корма для животных,Корма для кошек
1122296,698878270,3065062,Сопутствующие товары (Food),Средства для волос
1687648,861501688,3651189,Молочная гастрономия,Традиц.кислом.прод-ия
1304942,775163295,2141551,Замороженные продукты,Замороженные полуфабрикаты
250945,650042781,3424506,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
997673,726906748,48683,Овощи - Фрукты,Овощи/Зелень
1225631,737866370,3180523,Бакалея (Food),Консервы овощные
421224,654881481,61662,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
1001284,731682443,4306748,"Соки, воды, пиво","Напитки, квас, тоник"
1376577,752586136,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1360535,757594201,3992940,Овощи - Фрукты,Фрукты/Ягоды
1678302,754457486,3182864,Молочная гастрономия,Яйцо
1108591,701487147,4199268,Молочная гастрономия,Яйцо
351311,666049899,809,Овощи - Фрукты,Фрукты/Ягоды
898712,706305605,60526,Овощи - Фрукты,Фрукты/Экзотика
1040551,733412860,4343162,Товары спец.акций_2,Товары спец.акций_3
1958464,876228693,3922310,Молочная гастрономия,Традиц.кислом.прод-ия
1264890,748551471,2093081,Молочная гастрономия,Молоко
1963141,867606414,4046889,Молочная гастрономия,Сыры
1923384,863531592,4116756,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1146161,730027998,48188,Овощи - Фрукты,Фрукты/Ягоды
2352967,824086982,3428312,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
1819732,832056143,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1644223,780829795,2250692,Овощи - Фрукты,Овощи/Грибы
1340830,779450574,4353876,Кондитерские изделия (Food),"Шоколад, батончики"
694288,701563453,78358,Молочная гастрономия,Соврем.кислом.прод-ия
1232091,748050392,3953590,Овощи - Фрукты,Овощи/Зелень
811822,689700846,3001671,Молочная гастрономия,Яйцо
1286072,738241966,4244294,Овощи - Фрукты,Фрукты/Ягоды
2355481,818384059,3469303,Бакалея (Food),Семечки
1524651,762346680,3607262,Кондитерские изделия (Food),"Печенье, крекер"
107313,657874857,4116756,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
819112,708245946,45656,Овощи - Фрукты,Овощи/Грибы
62209,662035260,2138999,Овощи - Фрукты,Овощи/Зелень
1139042,732750375,3766,Бакалея (Food),Крупы и зерновые
171178,679185030,4415,Овощи - Фрукты,Фрукты/Экзотика
571630,714626676,4229369,"Соки, воды, пиво","Напитки, квас, тоник"
1116683,701416474,3153446,Птица и изделия из птицы,Птица и П/Ф охлажденые
789127,687444894,4208936,Молочная гастрономия,Традиц.кислом.прод-ия
1822909,810207820,2110594,Бакалея (Food),Макаронные изделия
2357051,806867008,3968012,Товары для животных,Товары для кошек
2088747,831786427,3021692,Овощи - Фрукты,Фрукты/Ягоды
1027194,711499572,4287125,Детское питание (Food),Детские консервированные смеси
880142,701528480,4121613,Молочная гастрономия,Традиц.кислом.прод-ия
567521,699336979,4025840,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1153005,726313008,28396,Овощи - Фрукты,Овощи/Грибы
155967,676552279,4208483,Бакалея (Food),Макаронные изделия
1021508,716972415,2073281,Птица и изделия из птицы,Птица и П/Ф охлажденые
1690728,825713483,3922312,Молочная гастрономия,Молоко
213590,671567191,3493108,Сопутствующие товары (Food),Целлюлозная и ватная продукция
929827,721882447,3501709,"Соки, воды, пиво","Соки, нектары"
1545730,758214590,4277253,Мясная гастрономия,Колбасные изделия
956611,719486244,3969264,Сопутствующие товары (Food),Средства для душа
440594,652002516,3043871,Овощи - Фрукты,Овощи/Зелень
50096,654799767,3226339,Мясная гастрономия,Колбасные изделия
957206,699614630,4298986,Молочная гастрономия,Соврем.кислом.прод-ия
831077,698406411,3468690,Бакалея (Food),"Сухие завтраки, мюсли"
1954882,860693638,809,Овощи - Фрукты,Фрукты/Ягоды
422095,671078005,3634677,"Соки, воды, пиво","Соки, нектары"
1213860,724092358,4255933,"Соки, воды, пиво","Напитки, квас, тоник"
497978,644195625,71250,Бакалея (Food),Консервы овощные
216147,680812987,4147973,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
586461,690582927,3452758,Детское питание (Fresh),Детские молочные продукты
1310670,783062798,3601193,Бакалея (Food),Чай
2125255,885062926,4364641,Кондитерские изделия (Food),Чипсы
427288,641911592,3688000,Кондитерские изделия (Food),"Сухарики, снеки"
2198601,826477478,3294954,Овощи - Фрукты,Фрукты/Экзотика
421134,678213675,55839,"Хлеб, хлебобулочные изделия (Food)",Бараночные изделия
443709,664406443,2126653,Кондитерские изделия (Food),Вафли
1207193,716218591,3640460,Овощи - Фрукты,Овощи/Зелень
2068715,897336706,3234987,Бакалея (Food),Консервы овощные
480100,671160402,4299010,Молочная гастрономия,Соврем.кислом.прод-ия
2053265,867879609,4224378,"Соки, воды, пиво","Напитки, квас, тоник"
2070106,892122936,4280852,Мясная гастрономия,Колбасные изделия
281703,643270480,3641572,Молочная гастрономия,Традиц.кислом.прод-ия
2330231,830675911,3255206,Молочная гастрономия,Молоко
197642,652293743,3333628,Овощи - Фрукты,Овощи/Грибы
989863,696847570,4096940,Сопутствующие товары (Food),Средства личной гигиены
1247655,759325217,2110594,Бакалея (Food),Макаронные изделия
730655,732830397,3466436,Кондитерские изделия (Food),"Кексы, рулеты"
2061485,833743330,3439471,Молочная гастрономия,Молоко
2148874,904892629,4230663,Мясо и мясные изделия,Мясо и П/Ф охлажденые
1853127,817138805,78030901,Хлеб СП,Хлеб пшеничный СП
2343224,822588465,4298846,"Хлеб, хлебобулочные изделия (Food)",Хлеб прочий
137709,662221232,3358560,Замороженные продукты,Рыба замороженная
721218,685683239,16402,Молочная гастрономия,Сыры
536747,647938184,3435145,Бакалея (Food),Консервы овощные
49304,647705467,4063284,Кондитерские изделия (Food),Вафли
1448712,763088454,31893,Овощи - Фрукты,Овощи/Зелень
1470475,777680613,3220803,Кондитерские изделия (Food),"Печенье, крекер"
36719,670503466,3219528,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1971654,841466251,3654101,Кондитерские изделия (Food),Пряники
2132955,814164845,2149541,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
407131,648326083,3666241,Молочная гастрономия,Соврем.кислом.прод-ия
2186960,845330497,4039113,Корма для животных,Корма для кошек
2075342,804609792,4135130,Корма для животных,Корма для кошек
1577936,772292153,3648084,Овощи - Фрукты,Овощи/Грибы
1370772,757596206,3263196,Сопутствующие товары (Food),Целлюлозная и ватная продукция
786955,709304879,3366852,Молочная гастрономия,Соврем.кислом.прод-ия
405372,641907145,4291211,Детские товары (Food),Детские средства гигиены
1876292,890018574,3409412,Замороженные продукты,Мороженое
1490810,736056903,3341462,Молочная гастрономия,Яйцо
1209434,700623065,3403476,Молочная гастрономия,Масложировые продукты
2154323,851361870,4249853,Корма для животных,Корма для кошек
1424100,775696103,3632838,Кондитерские изделия (Food),"Печенье, крекер"
920828,697809327,3294644,Овощи - Фрукты,Овощи/Зелень
1090840,682889296,3617351,Корма для животных,Корма для кошек
543869,649471300,3450510,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1096287,702405119,4194675,Молочная гастрономия,Соврем.кислом.прод-ия
287438,667601734,3466855,Рыбная гастрономия,Пресервы
2184243,841377839,4038852,Детское питание (Fresh),Детские молочные продукты
263592,646159017,4249850,Корма для животных,Корма для кошек
1479715,788019390,3932407,Молочная гастрономия,Соврем.кислом.прод-ия
962060,726871760,3409340,Замороженные продукты,Мороженое
2369894,811250521,3985404,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
1221623,762002071,4081069,Мясная гастрономия,Колбасные изделия
2166119,812379343,4237831,Корма для животных,Корма для собак
1648817,764634180,4292791,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1091954,726599983,3230933,Бакалея (Food),Сахар
22766,643994632,3644549,Молочная гастрономия,Соврем.кислом.прод-ия
327261,653476140,3352425,Сопутствующие товары (Food),Средства для душа
1304596,782914250,3643866,Рыбная гастрономия,Рыба соленая
1605203,776922367,3439932,Бакалея (Food),Чай
1238446,737090111,4339348,Кондитерские изделия (Food),"Печенье, крекер"
151943,642136036,2069612,Молочная гастрономия,Молоко
1518189,769059594,3961982,Овощи - Фрукты,Овощи/Грибы
2090738,870792583,3416253,Мясная гастрономия,Колбасные изделия
202147,646392999,2138999,Овощи - Фрукты,Овощи/Зелень
178533,662398791,4260750,Молочная гастрономия,Сыры
483174,654359148,80184,Детское питание (Food),"Детские соки, чай, вода"
2037148,805837049,3496904,Корма для животных,Корма для кошек
1434115,747205698,4239070,Кондитерские изделия (Food),"Шоколад, батончики"
1146515,684053794,4062968,Молочная гастрономия,Сыры
1024484,682331667,3062835,Молочная гастрономия,Яйцо
1234186,743315248,2157530,Замороженные продукты,Замороженные полуфабрикаты
1046383,713361478,3226339,Мясная гастрономия,Колбасные изделия
814382,696638797,4138009,"Соки, воды, пиво","Напитки, квас, тоник"
2089874,835999509,69728,Детское питание (Fresh),Детские молочные продукты
2373833,854118969,3402845,Бакалея (Food),Продукция быстрого приготовления
359035,652456677,3255052,Бакалея (Food),Консервы овощные
269151,645029666,3672506,Молочная гастрономия,Сыры
304711,672316074,2149541,"Хлеб, хлебобулочные изделия (Food)",Хлеб ржаной
1948683,800204478,4037645,Бакалея (Food),Макаронные изделия
2165232,862654676,3655737,Овощи - Фрукты,Овощи/Грибы
1077541,719719187,44323,Молочная гастрономия,Яйцо
1907861,878614986,1705,Овощи - Фрукты,Фрукты/Экзотика
1088807,705522424,1612,Овощи - Фрукты,Овощи/Грибы
1495081,751405727,48637,Овощи - Фрукты,Фрукты/Ягоды
1691877,807253178,3953590,Овощи - Фрукты,Овощи/Зелень
2136865,892387466,3450505,Сопутствующие товары (Food),Целлюлозная и ватная продукция
1047246,699093032,2075986,"Соки, воды, пиво",Вода
448514,665200388,4109507,Кондитерские изделия (Food),"Шоколад, батончики"
521312,673961717,4301034,Кондитерские изделия (Food),Конфеты
1852401,862876749,3605027,Кондитерские изделия (Food),Чипсы
674650,688492288,4117042,Овощи - Фрукты,Овощи/Грибы
1963003,831997545,4206826,"Соки, воды, пиво","Напитки, квас, тоник"
688561,723990545,23035,Молочная гастрономия,Молоко
168366,651097217,15105,Молочная гастрономия,Сыры
205104,651771306,47642,Овощи - Фрукты,Фрукты/Экзотика
516659,674756605,2072717,Мясная гастрономия,Колбасные изделия
921312,724864247,198,Овощи - Фрукты,Овощи/Грибы
784159,721343480,88570,Овощи - Фрукты,Овощи/Зелень
2242254,838465417,3294644,Овощи - Фрукты,Овощи/Зелень
1364849,783913292,4311538,"Соки, воды, пиво","Напитки, квас, тоник"
221215,642553170,3934851,Молочная гастрономия,Яйцо
1874477,901913386,78030124,Хлеб СП,Хлеб пшеничный СП
1575384,787996264,3182853,Молочная гастрономия,Яйцо
123462,650851585,4284878,Мясная гастрономия,Деликатесы
1257226,749497375,4292797,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1835748,810753213,4236458,Молочная гастрономия,Яйцо
164394,669064542,4190525,Замороженные продукты,Замороженные полуфабрикаты
967746,707038854,20615,Молочная гастрономия,Соврем.кислом.прод-ия
1080246,728415755,3660145,Кондитерские изделия (Food),Конфеты
1273784,746823892,3630215,"Соки, воды, пиво","Напитки, квас, тоник"
2266469,872197114,4295038,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
696929,700510139,3492564,Мясо и мясные изделия,Мясо и П/Ф охлажденые
2224858,800125608,3979827,Кондитерские изделия (Food),Вафли
1795509,894149501,4261759,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
469687,647970642,47642,Овощи - Фрукты,Фрукты/Экзотика
935633,717080859,3612607,Молочная гастрономия,Соврем.кислом.прод-ия
356016,677397043,2149542,"Хлеб, хлебобулочные изделия (Food)",Хлеб пшеничный
506857,667018650,3222305,Кондитерские изделия (Food),"Печенье, крекер"
2148383,827930847,3424981,"Соки, воды, пиво",Вода
1728222,795524237,3016182,Кондитерские изделия (Food),Конфеты
523293,675235892,3423233,Замороженные продукты,Мороженое
1325209,787625695,4277251,Мясная гастрономия,Колбасные изделия
1053832,734328116,4027256,Бакалея (Food),"Консервы фруктовые, ягодные"
1277197,774311984,3413519,Молочная гастрономия,Масложировые продукты
606176,726852397,4260750,Молочная гастрономия,Сыры
982663,687271056,4117042,Овощи - Фрукты,Овощи/Грибы
873534,694320846,3487489,"Соки, воды, пиво","Напитки, квас, тоник"
2346069,875918850,4310207,Рыбная гастрономия,"Рыба вяленая, сушеная"
1342,672145442,3680627,Бакалея (Food),Макаронные изделия
465957,676084929,3254155,Молочная гастрономия,Яйцо
1400568,740022144,3455568,Овощи - Фрукты,Фрукты/Ягоды
470833,649772046,3468716,Кондитерские изделия (Food),"Шоколад, батончики"
1112090,707751279,4289299,Молочная гастрономия,Сыры
2099081,800632935,4295622,Кондитерские изделия (Food),"Кексы, рулеты"
1635510,793958006,4199732,Сопутствующие товары (Food),Средства личной гигиены
1292499,746451813,3194287,Кондитерские изделия (Food),"Печенье, крекер"
2128236,797041241,4297007,Молочная гастрономия,Сыры
1907913,867296175,97452,Молочная гастрономия,Традиц.кислом.прод-ия
